Post Number,Title,Weekday,Date,Month,Day,Year,Author,Categories,Graphics,Length,Comments,Tweets
1108,What About All Those Bank Reserves,Sunday,"March 6th, 2011",March,6,2011,Karl Smith,"Economics | Tags: Bank Reserves , Fed , interest on reserves , Jim Hamilton , Money",0,1214,3,3
1109,The Great Stagnation,Sunday,"March 6th, 2011",March,6,2011,Adam Ozimek,"Economics , Science , Society",0,603,2,3
1110,All Your Debt Are Belong To Us,Saturday,"March 5th, 2011",March,5,2011,Karl Smith,"Economics | Tags: Debt , housing , Krugman , Recession",2,858,4,3
1111,The market for teachers,Friday,"March 4th, 2011",March,4,2011,Adam Ozimek,"Economics , Teaching | Tags: education , labor markets , teachers unions , unions",0,836,12,3
1112,The risk of inequality,Wednesday,"March 2d, 2011",March,2,2011,Adam Ozimek,Uncategorized,0,495,11,3
1113,Education and Health Outcomes,Wednesday,"March 2d, 2011",March,2,2011,Karl Smith,"Health Care | Tags: ezra klein , heath , skepticism",0,588,6,3
1114,Educational Reform vs. Financial Reform,Tuesday,"March 1st, 2011",March,1,2011,Karl Smith,"Teaching | Tags: Arnold Kling , education reform , finance",0,371,11,3
1115,Nothing Sweet About Sugar Tariffs,Thursday,"February 24th, 2011",February,24,2011,Karl Smith,"Economics | Tags: chamber of commerce , sugar",0,379,10,3
1116,Fault Lines: Wisconsin and Liberaltarianism,Thursday,"February 24th, 2011",February,24,2011,Karl Smith,"Economics | Tags: Kevin Drum , libertarianism , Will Wilkinson",0,790,30,3
1117,An Independent is a Democrat Who Likes Guns,Wednesday,"February 23rd, 2011",February,23,2011,Karl Smith,"Society | Tags: Democrat , Independent , Republican",0,140,2,3
1118,Unions and good policy,Wednesday,"February 23rd, 2011",February,23,2011,Adam Ozimek,"Economics , Health Care",0,589,21,3
1119,More on the Asset Market Meltdown,Tuesday,"February 22d, 2011",February,22,2011,Karl Smith,Economics | Tags: Asset Market Meltdown,0,127,4,3
1120,The 401(k) Pyramid,Tuesday,"February 22d, 2011",February,22,2011,Karl Smith,"Economics | Tags: 401(k) , Social Security",4,562,4,3
1121,Just Price in the Public Sector,Tuesday,"February 22d, 2011",February,22,2011,Karl Smith,"Economics | Tags: public sector , unions",0,779,18,3
1122,My Union Connection,Monday,"February 21st, 2011",February,21,2011,Karl Smith,Economics | Tags: unions,0,1102,13,3
1123,Wisconsin in the long-run,Sunday,"February 20th, 2011",February,20,2011,Adam Ozimek,"Economics , Law",0,680,30,3
1124,Overtreatment in America: This Time Patients Killing Themselves,Saturday,"February 19th, 2011",February,19,2011,Karl Smith,"Health Care | Tags: health care , health economics , overtreament",0,511,3,3
1125,The New Rich,Saturday,"February 19th, 2011",February,19,2011,Karl Smith,"Economics , Society | Tags: chrystia freeland , new rich , Robin Hanson , Taxes , the Atlantoc",0,532,7,3
1126,My New Keynesian Bona Fides,Friday,"February 18th, 2011",February,18,2011,Karl Smith,Uncategorized,0,806,0,3
1127,Are We Really Weighing the Costs of the Drug War?,Thursday,"February 17th, 2011",February,17,2011,Adam Ozimek,"Law , Society",0,386,9,3
1128,"Cowen, Malthus and Watson",Thursday,"February 17th, 2011",February,17,2011,Karl Smith,"Economics | Tags: Cowen , Stagnation , Watson",1,450,15,3
1129,Paul and I,Thursday,"February 17th, 2011",February,17,2011,Karl Smith,"Bias and Rationality , Economics | Tags: Paul Krugman",0,186,2,3
1130,Hyperinflation: Is it Coming?,Thursday,"February 17th, 2011",February,17,2011,Karl Smith,"Economics | Tags: banking , hyperinflation , interest on reserves , Money , shadow banking",1,910,4,3
1131,The Red Menace,Thursday,"February 17th, 2011",February,17,2011,Karl Smith,"Economics | Tags: Debt , Growth",1,472,3,3
1132,Social Security,Wednesday,"February 16th, 2011",February,16,2011,Karl Smith,"Economics | Tags: Kevin Drum , Social Security",1,137,3,3
1133,Greg and I,Wednesday,"February 16th, 2011",February,16,2011,Karl Smith,"Economics , Society | Tags: Greg Mankiw , redistribution , Stimulus",0,116,0,3
1134,Skepticism and Cynicism,Wednesday,"February 16th, 2011",February,16,2011,Karl Smith,"Bias and Rationality | Tags: bias , economic growth , Stimulus",0,946,7,3
1135,Are Fannie and Freddie Necessary?,Tuesday,"February 15th, 2011",February,15,2011,Karl Smith,"Economics | Tags: fannie , freddie , housing",4,611,3,3
1136,Fiscal Realities,Tuesday,"February 15th, 2011",February,15,2011,Karl Smith,Uncategorized,2,398,7,3
1137,The Structure of Unemployment,Tuesday,"February 15th, 2011",February,15,2011,Karl Smith,"Economics | Tags: Long Term Unemployment , Monetary policy , Money , Structural Unemployment",1,544,4,3
1138,Sumner&#8217;s Six Issues,Monday,"February 14th, 2011",February,14,2011,Adam Ozimek,Uncategorized,0,418,5,3
1139,Moral Hypocrisy,Sunday,"February 13th, 2011",February,13,2011,Karl Smith,"Bias and Rationality , Law , Science | Tags: ayn rand , brad delong , medicare , morality , robert nozick , Welfare State",0,753,6,3
1140,Pew Research Rediscovers the Magic of Individuality and Irrationality of Crowds,Friday,"February 11th, 2011",February,11,2011,Karl Smith,"Bias and Rationality , Society | Tags: Pew Research , Rationality , State Budgets",2,529,5,3
1141,"Don&#8217;t you put that soda down, Ezra!",Thursday,"February 10th, 2011",February,10,2011,Adam Ozimek,"Health Care , Science",1,520,6,3
1142,Goldbugs on Parade,Thursday,"February 10th, 2011",February,10,2011,Karl Smith,"Economics | Tags: Aggregate Demand , hard money , hoarding , Money , Will Wilkinson",0,555,11,3
1143,Economic Lying/Forecasting,Thursday,"February 10th, 2011",February,10,2011,Karl Smith,Uncategorized,0,171,1,3
1144,Mr. Yglesias and the Classics,Thursday,"February 10th, 2011",February,10,2011,Karl Smith,"Economics | Tags: China , economic growth , education , futurism , human capital",0,1183,2,3
1145,Men With Guns,Wednesday,"February 9th, 2011",February,9,2011,Karl Smith,"Economics | Tags: barbers , occupational licensing , progressivism , raids",0,202,0,3
1146,Macroeconomics: What Are We Talking About Anyway,Wednesday,"February 9th, 2011",February,9,2011,Karl Smith,"Economics | Tags: austrian economics , classical economics , Keynes , keynesianism , macroeconomics , neokeynesianism , New Keynesian Synthesis , new keynesianism",1,200,8,3
1147,"Zach Wahls, Black Swan",Wednesday,"February 9th, 2011",February,9,2011,Karl Smith,"Bias and Rationality | Tags: gay marriage , Landsburg , Will Wilkinson , Zach Wahls",1,537,2,3
1148,How bad is occupational licensing?,Tuesday,"February 8th, 2011",February,8,2011,Adam Ozimek,"Economics , Law | Tags: labor economics , occupational licensing , regulation",0,1268,23,3
1149,Arnold Kling on PSST,Tuesday,"February 8th, 2011",February,8,2011,Karl Smith,"Economics | Tags: Money , Recessions , Arnold Kling , PSST , russ roberts , econtalk",0,592,7,3
1150,Landsburg Smackdown,Tuesday,"February 8th, 2011",February,8,2011,Adam Ozimek,Bias and Rationality,0,217,1,3
1151,Are the Owners of Capital Doing Better?,Monday,"February 7th, 2011",February,7,2011,Karl Smith,"Economics | Tags: dividends , gdp , Income , profits , The great stagnation",4,503,7,3
1152,The Fallback Position is Further Easing,Monday,"February 7th, 2011",February,7,2011,Karl Smith,Uncategorized,0,518,0,3
1153,Occupational Licensing on the Rise,Monday,"February 7th, 2011",February,7,2011,Adam Ozimek,"Economics , Law | Tags: labor markets , occupational licensing",0,351,16,3
1154,Watson and Humanity,Sunday,"February 6th, 2011",February,6,2011,Adam Ozimek,"Futurism , Science , Society | Tags: A.I , Watson",0,570,3,3
1155,Gallup Poll: Small Businesses Point to Aggregate Demand Failure,Saturday,"February 5th, 2011",February,5,2011,Karl Smith,"Economics | Tags: Aggregate Demand , Bob Murphy , PSST , recalculation , Recession",3,637,2,3
1156,Failure to Pay US Soldiers is Not Default,Friday,"February 4th, 2011",February,4,2011,Karl Smith,Uncategorized,1,142,1,3
1157,The Revolution in Egypt,Friday,"February 4th, 2011",February,4,2011,Karl Smith,Uncategorized,0,375,1,3
1158,Education is hard,Thursday,"February 3rd, 2011",February,3,2011,Adam Ozimek,"Society , Teaching",0,777,1,3
1159,Bernanke says that Fed will indeed Keep that Growing Feeling,Thursday,"February 3rd, 2011",February,3,2011,Karl Smith,Uncategorized,0,487,3,3
1160,"Stocks, Aggregate Demand and Inflation",Thursday,"February 3rd, 2011",February,3,2011,Karl Smith,Uncategorized,1,342,8,3
1161,"Arnold Kling&rsquo;s Play, Ctd",Thursday,"February 3rd, 2011",February,3,2011,Karl Smith,Uncategorized,0,258,4,3
1162,Don&rsquo;t Stop That Growing Feeling,Thursday,"February 3rd, 2011",February,3,2011,Karl Smith,"Economics | Tags: Fed , gdp , Growth , Inflation , mankiw rule , QE2 , Unemployment",2,286,1,3
1163,Arnold Kling&rsquo;s Economic Play,Wednesday,"February 2d, 2011",February,2,2011,Karl Smith,Uncategorized,0,288,3,3
1164,Slippery Slope Watch in One Simple Step,Wednesday,"February 2d, 2011",February,2,2011,Karl Smith,Uncategorized,0,223,6,3
1165,What Kind of Papers Should We Celebrate: Math Free Essays and the Baby-Sitting Economy,Wednesday,"February 2d, 2011",February,2,2011,Karl Smith,"Economics | Tags: baby-sitting , bubbles , buiter , caplan , economics , housing , investment banks , Krugman",0,866,14,3
1166,Behavioral Economics and the Welfare State,Tuesday,"February 1st, 2011",February,1,2011,Karl Smith,Uncategorized,0,162,30,3
1167,Health Care Waste,Tuesday,"February 1st, 2011",February,1,2011,Karl Smith,"Economics , Science | Tags: Drum , Growth , medicine , yglesias",0,710,2,3
1168,Two From EconLog,Tuesday,"February 1st, 2011",February,1,2011,Karl Smith,Uncategorized,0,476,4,3
1169,Pity the businessman and the farmer,Monday,"January 31st, 2011",January,31,2011,Adam Ozimek,"Economics , Health Care",1,318,24,3
1170,The Kitchen Table,Monday,"January 31st, 2011",January,31,2011,Karl Smith,Uncategorized,2,610,16,3
1171,Demand Media and the Everyday Web,Monday,"January 31st, 2011",January,31,2011,Karl Smith,"Economics | Tags: demand media , Web 2.0",0,332,0,3
1172,Sticky Prices not Sticky Wages,Sunday,"January 30th, 2011",January,30,2011,Karl Smith,Uncategorized,0,389,4,3
1173,The Great Stagnation &ndash; Deflation or the Informatic Cross of Gold,Sunday,"January 30th, 2011",January,30,2011,Karl Smith,"Economics | Tags: Gold , Great Stagnation , hard money , Money , Tyler Cowen",1,222,0,3
1174,The Great Stagnation &ndash; Medicine or Who Ate My Prosperity,Sunday,"January 30th, 2011",January,30,2011,Karl Smith,"Economics , Health Care | Tags: economics , Growth , medicine , the Great Recession , The great stagnation , Tyler Cowen",0,740,10,3
1175,The Great Stagnation &ndash; Median Income,Sunday,"January 30th, 2011",January,30,2011,Karl Smith,Uncategorized,0,387,2,3
1176,The Great Stagnation &ndash; A First Cut,Sunday,"January 30th, 2011",January,30,2011,Karl Smith,"Economics | Tags: ebook , Great Recession , Great Stagnation , Kindle , NookColor , STEM , Tyler Cowen",0,619,14,3
1177,The Great Stagnation in Living Color,Saturday,"January 29th, 2011",January,29,2011,Karl Smith,Uncategorized,0,79,0,3
1178,Does Welfare Make Us Dislike Immigrants?,Friday,"January 28th, 2011",January,28,2011,Adam Ozimek,"Economics , Society | Tags: immigration",0,613,9,3
1179,The Parallel Universe that is Japan,Friday,"January 28th, 2011",January,28,2011,Karl Smith,Uncategorized,0,320,5,3
1180,Yeah Big Borrower,Thursday,"January 27th, 2011",January,27,2011,Karl Smith,Uncategorized,0,292,4,3
1181,International Competition Is Real,Wednesday,"January 26th, 2011",January,26,2011,Karl Smith,Uncategorized,0,707,9,3
1182,Reax Reax,Wednesday,"January 26th, 2011",January,26,2011,Karl Smith,Uncategorized,0,164,0,3
1183,SOTU Reax,Tuesday,"January 25th, 2011",January,25,2011,Karl Smith,Uncategorized,0,190,4,3
1184,Demand and Denialism,Monday,"January 24th, 2011",January,24,2011,Karl Smith,"Economics | Tags: demand , economics , hard money , Krugman , Money",0,710,1,3
1185,Reflections on the Tip Jar,Monday,"January 24th, 2011",January,24,2011,Karl Smith,Uncategorized,0,252,1,3
1186,The Global Inflation Debate,Monday,"January 24th, 2011",January,24,2011,Karl Smith,Uncategorized,0,464,4,3
1187,The Schools vs the Mainstream Media,Sunday,"January 23rd, 2011",January,23,2011,Karl Smith,Uncategorized,0,175,4,3
1188,Caplan&#8217;s Liberaltarian Challenge,Sunday,"January 23rd, 2011",January,23,2011,Adam Ozimek,"Economics , Modeled Behavior | Tags: immigration",1,545,48,3
1189,Why Fairly Sensible People Are Worried About Deflation,Sunday,"January 23rd, 2011",January,23,2011,Karl Smith,Uncategorized,0,1029,9,3
1190,Spot the Dumb Rules,Friday,"January 21st, 2011",January,21,2011,Niklas Blanchard,"Just Wow , Law | Tags: Dumb Regulation , Economix , Flying Pigs , Illness , NYT , Obama , regulation , Taxes",0,420,5,3
1191,The Success of Republican Democracy,Friday,"January 21st, 2011",January,21,2011,Karl Smith,Uncategorized,0,675,2,3
1192,Liberaltarianism in One Sentence,Friday,"January 21st, 2011",January,21,2011,Karl Smith,Uncategorized,0,71,22,3
1193,Blue Valentine,Friday,"January 21st, 2011",January,21,2011,Karl Smith,Uncategorized,0,200,2,3
1194,Uncertainty Surrounding ObamaCare Causing European Businesses to Hoard Cash!!,Friday,"January 21st, 2011",January,21,2011,Karl Smith,Uncategorized,0,364,2,3
1195,The Repeal Greg Mankiw&rsquo;s Job Killing Write Him a Check Law Act,Thursday,"January 20th, 2011",January,20,2011,Karl Smith,Uncategorized,0,175,3,3
1196,The Robots Are Taking Our Jobs,Thursday,"January 20th, 2011",January,20,2011,Adam Ozimek,"Economics , Futurism , Modeled Behavior , Science",0,308,14,3
1197,Healthcare Mandates,Wednesday,"January 19th, 2011",January,19,2011,Karl Smith,Uncategorized,0,506,5,3
1198,Unemployment and Poverty,Wednesday,"January 19th, 2011",January,19,2011,Karl Smith,Uncategorized,2,280,1,3
1199,MDs Getting Better at Bayesian Analysis,Wednesday,"January 19th, 2011",January,19,2011,Karl Smith,Uncategorized,0,190,0,3
1200,The Union Way Up,Wednesday,"January 19th, 2011",January,19,2011,Adam Ozimek,Economics | Tags: labor markets,0,532,7,3
