Landing Page,Visits,Pages/Visit,Avg. Time on Site,% New Visits,Bounce Rate
/2009/05/what_do_social_scientists_want.html,25,1.2,0:00:21,60.00%,80.00%
/2009/06/barack_obama_is_not_a_nerd.html,25,1,0:00:00,60.00%,100.00%
/2009/06/i_love_dogs_and_i_love_bikes_s.html,25,1,0:00:00,80.00%,100.00%
/2009/06/informed_opinions_about_spendi.html,25,1,0:00:00,100.00%,100.00%
/2009/06/issue_ownership_rethinking_som.html,25,1.6,0:04:21,100.00%,60.00%
/2009/06/post_212.html,25,1.4,0:01:00,80.00%,60.00%
/2009/06/suburban_yuppie_rap.html,25,1,0:00:00,80.00%,100.00%
/2009/06/your_2009_bulwerlytton_winner.html,25,2.6,0:02:23,100.00%,60.00%
/2009/07/economic_interests_nationalism.html,25,1.2,0:02:27,60.00%,80.00%
/2009/07/more_on_getting_rid_of_polls.html,25,1.2,0:00:41,80.00%,80.00%
/2009/08/do_the_netroots_matter.html,25,1.4,0:01:38,40.00%,80.00%
/2009/08/post_231.html,25,1,0:00:00,100.00%,100.00%
/2009/09/comparing_the_language_of_inau.html,25,1.6,0:00:45,40.00%,80.00%
/2009/09/doh.html,25,1,0:00:00,100.00%,100.00%
/2009/09/mapping_and_graphing_and_gener.html,25,1,0:00:00,80.00%,100.00%
/2009/09/more_on_the_missile_shield_why_1.html,25,2.2,0:02:08,100.00%,40.00%
/2009/10/how_business_gets_done_in_wash_1.html,25,2.2,0:06:52,100.00%,40.00%
/2009/10/post_239.html,25,1.2,0:00:03,40.00%,80.00%
/2009/10/post_241.html,25,1.6,0:02:06,20.00%,60.00%
/2009/10/the_fox_and_the_president_1.html,25,1.2,0:00:00,40.00%,80.00%
/2009/11/can_special_elections_predict.html,25,1,0:00:00,40.00%,100.00%
/2009/11/does_it_matter_if_candidates_a.html,25,1.4,0:00:15,40.00%,60.00%
/2009/11/public_opinion_on_the_public_o.html,25,1.2,0:00:06,60.00%,80.00%
/2009/11/where_have_you_gone_tony_blair.html,25,1.2,0:00:29,60.00%,80.00%
/2009/12/_its_babytalk_hes_sick_or_is_i.html,25,1,0:00:00,80.00%,100.00%
/2009/12/2009_chilean_election_preview.html,25,1.2,0:00:22,40.00%,80.00%
/2009/12/2009_romanian_presidential_ele.html,25,1,0:00:00,60.00%,100.00%
/2009/12/annals_of_crappy_polls.html,25,1.8,0:04:15,60.00%,60.00%
/2009/12/happy_holidays_from_the_monkey.html,25,1,0:00:00,60.00%,100.00%
/2009/12/they_are_moblized_focussed_and.html,25,1.4,0:00:16,60.00%,60.00%
/2010/01/does_information_about_calorie.html,25,1.2,0:00:06,100.00%,80.00%
/2010/01/free_polsci_journals_for_you.html,25,1.2,0:01:42,20.00%,80.00%
/2010/01/thoughts_on_journalists_who_wa.html,25,1,0:00:00,40.00%,100.00%
/2010/02/conflicted_conservatives.html,25,1.4,0:00:01,80.00%,60.00%
/2010/02/does_it_matter_if_everyone_hat.html,25,1.4,0:00:03,80.00%,60.00%
/2010/02/forthcoming_elections_guest_po.html,25,1.2,0:00:07,80.00%,80.00%
/2010/02/problems_in_census_data.html,25,1,0:00:00,40.00%,100.00%
/2010/03/2010_french_regional_elections.html,25,1.2,0:00:30,60.00%,80.00%
/2010/03/congressional_dysfunction_revi_1.html,25,1.2,0:00:02,20.00%,80.00%
/2010/03/depictions_of_presidential_pow.html,25,1,0:00:00,80.00%,100.00%
/2010/03/interview_with_elinor_ostrom.html,25,1.2,0:00:01,80.00%,80.00%
/2010/03/monitoring_a_hitler_election.html,25,1,0:00:00,60.00%,100.00%
/2010/03/new_polisci_blog_from_zurich.html,25,1.2,0:00:56,40.00%,80.00%
/2010/03/on_i81_about_10_miles_south_of.html,25,1,0:00:00,40.00%,100.00%
/2010/03/positivesum_zerosum_and_negati.html,25,1.2,0:00:25,60.00%,80.00%
/2010/03/tasty_bits_from_the_1800_elect.html,25,1.2,0:00:59,20.00%,80.00%
/2010/03/wellconnected_journalists.html,25,1.4,0:00:18,20.00%,80.00%
/2010/04/public_opinion_on_health_care.html,25,3.8,0:01:23,40.00%,40.00%
/2010/04/the_false_hopes_effect.html,25,1,0:00:00,60.00%,100.00%
/2010/04/watching_haiti_disappear_from.html,25,2,0:06:33,80.00%,60.00%
/2010/04/what_are_the_hard_problems_in.html,25,1.2,0:00:34,20.00%,80.00%
/2010/05/crowd-sourcing_grading_the_res.html,25,1.4,0:05:35,80.00%,80.00%
/2010/05/more_uk_vote_geekery.html,25,1.4,0:00:11,40.00%,60.00%
/2010/05/politics_everywhere_eurovision.html,25,1,0:00:00,40.00%,100.00%
/2010/05/post_254.html,25,1,0:00:00,60.00%,100.00%
/2010/05/raisin_them_right.html,25,1.2,0:00:02,60.00%,80.00%
/2010/05/tales_from_the_health_care_deb.html,25,2.2,0:02:51,80.00%,40.00%
/2010/06/are_econ_students_more_likely.html,25,1,0:00:00,80.00%,100.00%
/2010/06/campaigns_can_make_a_big_diffe.html,25,1,0:00:00,80.00%,100.00%
/2010/06/david_brooks_epiphanies_and_so.html,25,1.4,0:00:25,60.00%,80.00%
/2010/07/horse_race_political_science.html,25,6,0:04:14,60.00%,0.00%
/2010/07/is_the_oil_spill_disappearing.html,25,1.2,0:01:37,20.00%,80.00%
/2010/07/john_swings_wildly_at_nate_hil.html,25,1,0:00:00,20.00%,100.00%
/2010/07/politics_everywhere_the_instit.html,25,1.6,0:05:46,40.00%,80.00%
/2010/07/stoners_in_academia_and_the_me.html,25,1.4,0:00:36,40.00%,80.00%
/2010/07/the_final.html,25,1.4,0:29:46,20.00%,80.00%
/2010/08/how_do_aid_organizations_targe.html,25,1,0:00:00,100.00%,100.00%
/2010/08/on_limiting_the_tenure_of_supr_1.html,25,1,0:00:00,80.00%,100.00%
/2010/09/apsa_panel_honoring_lee.html,25,1.4,0:00:06,60.00%,60.00%
/2010/09/politics_everywhere_american_p.html,25,1.2,0:00:08,40.00%,80.00%
/2010/09/potpourri_for_fasting.html,25,1.2,0:00:04,0.00%,80.00%
/2010/09/should_political_scientists_en.html,25,1.2,0:00:22,40.00%,80.00%
/2010/10/david_brooks_and_money_in_elec.html,25,1.6,0:02:51,60.00%,40.00%
/2010/10/facial_hair_in_everything_poli.html,25,1.4,0:00:09,40.00%,60.00%
/2010/10/foregoing_the_party_label.html,25,1.2,0:00:02,20.00%,80.00%
/2010/10/lou_dobbs_hires_illegal_immigr.html,25,1,0:00:00,80.00%,100.00%
/2010/10/the_new_security_council.html,25,1.2,0:01:42,40.00%,80.00%
/2010/10/the_purple_revolution_interest.html,25,1,0:00:00,80.00%,100.00%
/2010/11/apsa_2011.html,25,1,0:00:00,40.00%,100.00%
/2010/11/exchange_rates_and_protectioni.html,25,1.4,0:00:15,80.00%,80.00%
/2010/11/here_comes_the_112th_congress_.html,25,1.4,0:00:54,80.00%,60.00%
/2010/11/obama_should_refuse_his_salary.html,25,1.2,0:01:30,40.00%,80.00%
/2010/11/russia_in_2020.html,25,1,0:00:00,100.00%,100.00%
/2010/11/the_readability_of_ballot_ques.html,25,1.4,0:04:46,40.00%,40.00%
/2010/11/thoughts_upon_turning_to_the_n.html,25,1.2,0:03:19,60.00%,80.00%
/2010/12/no_labels.html,25,1.2,0:01:36,60.00%,80.00%
/2011/01/is_this_time_different.html,25,1,0:00:00,60.00%,100.00%
/2011/01/mad_social_science.html,25,1.2,0:00:00,40.00%,80.00%
/2011/01/more_data_is_needed.html,25,1.4,0:02:22,80.00%,60.00%
/2011/01/potpourri_49.html,25,1.2,0:00:13,60.00%,80.00%
/2011/01/some_ideas_on_communicating_ri.html,25,1,0:00:00,40.00%,100.00%
/2011/02/on_summarizing_a_noisy_scatter.html,25,3.2,0:04:25,60.00%,20.00%
/2011/02/political_scientists_are_colon.html,25,1.6,0:00:26,80.00%,60.00%
/2011/02/realism_schmrealism.html,25,1.2,0:00:00,80.00%,80.00%
/2011/02/revolutions_know_no_subfields.html,25,1.2,0:00:29,60.00%,80.00%
/2011/02/taking_seats_on_that_empty_ben.html,25,1,0:00:00,60.00%,100.00%
/2011/02/the_case_for_a_new_isolationis.html,25,1.4,0:00:55,40.00%,60.00%
/2011/02/the_open_states_project.html,25,1.6,0:00:24,60.00%,60.00%
/2011/02/united_states_institute_of_pea.html,25,1,0:00:00,100.00%,100.00%
/2011/03/allison_stanger_on_the_daily_s.html,25,1.2,0:00:11,100.00%,80.00%
/2011/03/terrorists_on_tight_budgets.html,25,1.6,0:00:15,100.00%,60.00%
/2011/04/backlash_is_it_bad_idea_to_cla.html,25,1,0:00:00,60.00%,100.00%
/2011/04/brain_size_and_political_orien.html,25,1.2,0:00:01,100.00%,80.00%
/2011/04/can_a_good_mormon_be_a_good_de.html,25,1,0:00:00,100.00%,100.00%
/2011/04/election_games.html,25,1.2,0:00:07,80.00%,80.00%
/2011/04/how_wasteful_is_spending_on_ho,25,1,0:00:00,20.00%,100.00%
/2011/04/is_drezner_a_cylon.html,25,1.4,0:00:12,80.00%,60.00%
/2011/04/members_of_congress_and_taunti.html,25,1.4,0:00:30,20.00%,60.00%
/2011/04/squaring_the_circle_between_pu.html,25,2,0:03:23,20.00%,20.00%
/2011/04/what_the_costs_in_a_cost-benef.html,25,1,0:00:00,80.00%,100.00%
/blog/2008/01/24/headscarves/,25,1.2,0:00:14,100.00%,80.00%
/blog/2008/06/17/tony_schwartz_1/,25,1.2,0:00:04,80.00%,80.00%
/blog/2008/07/31/the_truth_is_out_there/,25,3.8,0:06:09,40.00%,40.00%
/blog/2009/05/13/what_is_politics/,25,1,0:00:00,100.00%,100.00%
/blog/2009/06/17/information_cascades_and_the_i/,25,1,0:00:00,60.00%,100.00%
/blog/2009/07/30/income_tax_burden_tax_burden/,25,1,0:00:00,100.00%,100.00%
/blog/2010/02/12/does_it_matter_if_everyone_hat/,25,1,0:00:00,100.00%,100.00%
/blog/2010/06/02/explaining_the_origins_of_the/,25,1,0:00:00,80.00%,100.00%
/blog/2010/08/04/how_conservative_is_corporate/,25,1,0:00:00,20.00%,100.00%
/blog/2010/10/27/a_new_political_science_blog_m/,25,1.6,0:01:28,60.00%,60.00%
/blog/2011/02/11/overcoming_collective_action_p/,25,3,0:00:35,100.00%,40.00%
/blog/2011/02/22/more_on_unions_and_state_budge/,25,2,0:04:56,80.00%,40.00%
/blog/2011/05/15/international-monteary-fun/,25,1.2,0:00:02,60.00%,80.00%
/blog/2011/05/17/is-the-internet-causing-half-the-rapes-in-norway-i-wanna-see-the-scatterplot/,25,1,0:00:00,40.00%,100.00%
/blog/2011/05/24/the-congo-rape-crisis/,25,1.2,0:00:08,60.00%,80.00%
/blog/2011/05/27/tuxedos-and-presidential-approval/,25,1.4,0:03:21,100.00%,80.00%
/blog/2011/06/07/how-majority-parties-maintain-their-cartel-buying-off-centrists/,25,2.2,0:10:37,40.00%,20.00%
/blog/2011/06/07/roundtable-on-martha-nussbaums-not-for-profit-why-democray-needs-the-humanities/,25,1.2,0:01:06,60.00%,80.00%
/blog/2011/06/14/a-redistricting-as-big-as-texas/,25,1.6,0:00:21,40.00%,80.00%
/blog/2011/06/16/can-the-humanities-and-social-sciences-enhance-national-security/,25,1,0:00:00,40.00%,100.00%
/blog/2011/06/20/harsh-words-from-erik-gartzke-on-the-relevance-of-political-science/,25,1.6,0:00:12,60.00%,60.00%
/blog/2011/07/04/politics-everywhere-the-anti-powerpoint-party/,25,1.4,0:00:30,100.00%,60.00%
/blog/2011/07/05/world-rankings-in-politics-and-international-studies/,25,2,0:03:21,80.00%,40.00%
/blog/2011/07/12/arrows-theorem-update/,25,3,0:00:37,80.00%,20.00%
/blog/2011/07/26/jobs-jobs-jobs-jobs-jobs-jobs-jobs-jobs-jobs/,25,1.4,0:00:23,80.00%,60.00%
/blog/2011/07/28/wine-vs-beer/,25,1,0:00:00,80.00%,100.00%
/blog/2011/08/02/politics-of-the-house-vote-to-raise-the-debt-ceiling/,25,1.4,0:05:38,80.00%,80.00%
/blog/2011/08/09/fellowship-at-the-sunlight-foundation/,25,1.4,0:01:42,60.00%,80.00%
/blog/2011/08/10/omg-obama-to-destroy-romney/,25,1.4,0:00:03,20.00%,80.00%
/blog/2011/08/14/why-the-iowa-straw-poll-maybe-doesnt-matter-all-that-much/,25,1,0:00:00,60.00%,100.00%
/blog/2011/08/23/is-the-media-ignoring-ron-paul/,25,1,0:00:00,100.00%,100.00%
/blog/2011/08/23/the-resource-curse-revisited/,25,1.8,0:02:34,80.00%,80.00%
/blog/2011/08/26/libya-as-a-model/,25,1.4,0:04:01,60.00%,60.00%
/blog/2011/09/12/updating-our-blogroll/,25,1.2,0:00:48,60.00%,80.00%
/blog/2011/09/15/obamas-jewish-problem/,25,1,0:00:00,80.00%,100.00%
/blog/2011/09/26/questions-for-advocates-of-third-parties/,25,2.8,0:09:20,60.00%,40.00%
/blog/2011/09/27/putin-in-2012-more-expert-analaysis/,25,1.6,0:01:44,40.00%,60.00%
/blog/2011/10/13/do-we-need-smart-presidents/,25,1.6,0:00:41,40.00%,60.00%
/blog/2011/10/16/when-social-science-matters/,25,1.6,0:01:09,60.00%,40.00%
/blog/2011/10/26/gop-insiders-seemingly-confident-in-herman-cains-viability/,25,1.2,0:00:15,100.00%,80.00%
/blog/2011/11/02/the-redistricting-song/,25,1.4,0:00:12,80.00%,60.00%
/blog/2011/11/03/ap-suggests-obama-has-a-donor-problem-what-does-the-empirical-evidence-have-to-say/,25,1,0:00:00,100.00%,100.00%
/blog/2011/11/30/racially-charged-searches-and-the-obama-vote/,25,1.2,0:00:18,60.00%,80.00%
/blog/2011/12/07/this-winter-will-be-hot/,25,1.4,0:00:00,100.00%,80.00%
/blog/2011/12/15/13232/,25,1.4,0:01:29,100.00%,80.00%
/blog/2012/01/05/the-case-of-eskinder-nega/,25,1.2,0:00:03,60.00%,80.00%
/blog/2012/01/06/the-unintended-consequences-of-an-oil-embargo-on-iran/,25,1.4,0:00:07,100.00%,60.00%
/blog/2012/01/06/those-recess-appointments/,25,1.6,0:01:55,100.00%,80.00%
/blog/2012/01/20/the-speed-of-modern-campaigns-does-it-matter/,25,1.2,0:02:33,80.00%,80.00%
/blog/2012/01/21/are-the-attacks-on-romneys-time-bain-capital-working/,25,1,0:00:00,60.00%,100.00%
/blog/2012/01/24/winner-take-all/,25,1,0:00:00,60.00%,100.00%
/blog/2012/01/30/sex-scandals-and-race/,25,2,0:04:36,60.00%,40.00%
/blog/2012/02/05/the-most-recent-anti-putin-protest-evidence-of-a-nascent-russian-civil-society/,25,1,0:00:00,60.00%,100.00%
/blog/2012/02/10/more-on-political-opinions-of-u-s-military/,25,1.8,0:03:43,60.00%,40.00%
/blog/category/international-relations/,25,1.6,0:05:55,100.00%,80.00%
/board1.jpg,25,1,0:00:00,0.00%,100.00%
/2007/11/how_ideologically_different_is_1.html,20,2.25,0:01:15,50.00%,25.00%
/2007/12/top_political_movies.html,20,1,0:00:00,100.00%,100.00%
/2008/01/chads_hacks_and_bugs.html,20,1.5,0:01:38,50.00%,75.00%
/2008/01/lights_camera_and_cameras_at_t.html,20,1,0:00:00,75.00%,100.00%
/2008/01/post_39.html,20,1,0:00:00,100.00%,100.00%
/2008/01/proper_sneeze_etiquette_use_yo.html,20,1.5,0:01:43,100.00%,75.00%
/2008/02/0for1_1.html,20,1,0:00:00,25.00%,100.00%
/2008/02/how_to_give_a_good_talk.html,20,1.25,0:03:37,100.00%,75.00%
/2008/02/more_on_academic_attire.html,20,1.5,0:00:02,25.00%,50.00%
/2008/02/post_44.html,20,2,0:06:32,100.00%,25.00%
/2008/02/post_45.html,20,1.25,0:02:55,100.00%,75.00%
/2008/02/post_48.html,20,1,0:00:00,50.00%,100.00%
/2008/02/post_49.html,20,2,0:00:20,50.00%,50.00%
/2008/02/post_55.html,20,1.75,0:00:04,50.00%,75.00%
/2008/02/post_61.html,20,1.25,0:00:05,25.00%,75.00%
/2008/02/ready_aim_fire_250_members_of_1.html,20,1,0:00:00,25.00%,100.00%
/2008/02/uno_1.html,20,1.25,0:00:02,75.00%,75.00%
/2008/03/deliberation_vs_participation.html,20,1.5,0:00:31,25.00%,75.00%
/2008/03/post_67.html,20,1,0:00:00,25.00%,100.00%
/2008/03/the_perquisites_of_office.html,20,1,0:00:00,75.00%,100.00%
/2008/04/post_75.html,20,1,0:00:00,50.00%,100.00%
/2008/04/public_opinion_on_trade_or_why.html,20,1.25,0:12:48,50.00%,75.00%
/2008/04/the_aapss_has_a_blog.html,20,1.25,0:00:22,25.00%,75.00%
/2008/04/visual_gatekeepers_in_the_pres.html,20,2.25,0:00:56,75.00%,75.00%
/2008/04/why_do_people_fight_in_civil_w/,20,1,0:00:00,100.00%,100.00%
/2008/05/good_journalism_about_social_s.html,20,2.5,0:09:50,0.00%,75.00%
/2008/05/public_support_for_gay_marriag.html,20,2,0:00:40,50.00%,50.00%
/2008/05/the_daily_show_as_journalism.html,20,1.25,0:00:15,50.00%,75.00%
/2008/05/toucheacute.html,20,2,0:03:31,25.00%,75.00%
/2008/05/who_knew_paying_taxes_is_volun.html,20,1.25,0:00:22,50.00%,75.00%
/2008/06/but_viewed_in_retrospect_it_is.html,20,1.25,0:00:01,0.00%,75.00%
/2008/06/does_racial_prejudice_hurt_bla.html,20,1.25,0:00:09,100.00%,75.00%
/2008/06/public_opinion_about_the_right.html,20,1.5,0:02:25,50.00%,50.00%
/2008/06/rip_charger.html,20,1.75,0:00:13,50.00%,75.00%
/2008/06/the_playing_field_shifts_predi.html,20,1.75,0:00:25,0.00%,50.00%
/2008/06/who_thinks_obama_isnt_a_christ.html,20,1.25,0:00:24,75.00%,75.00%
/2008/07/ethan_at_6_months.html,20,1.75,0:00:15,100.00%,75.00%
/2008/07/greif_v_edwards_and_ogilvie.html,20,1.5,0:00:33,100.00%,75.00%
/2008/07/why_arent_more_women_in_politi.html,20,1.25,0:00:06,75.00%,75.00%
/2008/08/challenger_selfselection_as_a.html,20,1,0:00:00,50.00%,100.00%
/2008/08/monkeys_at_the_zoo.html,20,1.25,0:00:30,75.00%,75.00%
/2008/08/no_you_can_care_about_barney_s.html,20,1,0:00:00,25.00%,100.00%
/2008/08/post_105.html,20,1.25,0:00:35,25.00%,75.00%
/2008/08/post_109.html,20,1,0:00:00,50.00%,100.00%
/2008/08/post_110.html,20,1.5,0:00:32,75.00%,50.00%
/2008/08/sarah_palin_youre_no_dan_quayl.html,20,1.25,0:00:14,75.00%,75.00%
/2008/09/academics_journalists_and_hotb.html,20,1.75,0:00:48,50.00%,50.00%
/2008/09/down_on_the_farm_in_dc_amber_w.html,20,2.75,0:00:58,25.00%,50.00%
/2008/09/if_parrots_could_vote.html,20,1,0:00:00,75.00%,100.00%
/2008/09/race_and_the_race.html,20,1.5,0:00:06,50.00%,75.00%
/2008/09/sic_transit_gloria.html,20,1,0:00:00,50.00%,100.00%
/2008/09/the_bailout_debate_and_partisa.html,20,1.25,0:00:10,75.00%,75.00%
/2008/09/the_european_union_popular_amo.html,20,4.5,0:04:08,75.00%,0.00%
/2008/10/cultures_of_violence_on_the_so.html,20,2,0:02:24,25.00%,75.00%
/2008/10/is_america_a_centerright_natio.html,20,1.25,0:00:24,25.00%,75.00%
/2008/10/is_the_military_a_bastion_of_r.html,20,1,0:00:00,75.00%,100.00%
/2008/10/political_book_buying_in_amazo.html,20,1.5,0:00:11,25.00%,75.00%
/2008/10/we_are_way_ahead_of_you_new_yo.html,20,2.25,0:00:47,25.00%,25.00%
/2008/10/where_can_and_should_college_s.html,20,1,0:00:00,75.00%,100.00%
/2008/10/wordling_last_nights_debate.html,20,3,0:01:57,75.00%,25.00%
/2008/11/bagels_in_dc.html,20,1,0:00:00,100.00%,100.00%
/2008/11/counterintuitive_findings_revi.html,20,1,0:00:00,100.00%,100.00%
/2008/11/election_2008_what_really_happ.html,20,1.25,0:00:14,50.00%,75.00%
/2008/11/the_time_is_always_right_for_d.html,20,1.25,0:00:02,25.00%,75.00%
/2008/12/i_wish.html,20,1.5,0:04:09,100.00%,50.00%
/2008/12/illinoislouisiana_of_the_north.html,20,1.5,0:00:21,100.00%,50.00%
/2008/12/income_inequality_and_differen.html,20,1,0:00:00,75.00%,100.00%
/2008/12/post_140.html,20,2,0:00:41,50.00%,50.00%
/2008/12/samuel_huntington_81_political.html,20,1,0:00:00,50.00%,100.00%
/2008/12/wheres_the_american_working_cl.html,20,1.5,0:02:17,100.00%,50.00%
/2009/01/history_by_numbers.html,20,1.5,0:05:45,25.00%,50.00%
/2009/01/post_154.html,20,1.25,0:01:17,75.00%,75.00%
/2009/01/qa_with_michael_munger.html,20,1,0:00:00,100.00%,100.00%
/2009/01/race_the_economy_and_the_2008.html,20,1,0:00:00,75.00%,100.00%
/2009/01/the_best_jobs_and_the_worst.html,20,1,0:00:00,100.00%,100.00%
/2009/01/toys_i_will_not_be_buying.html,20,1.75,0:01:15,25.00%,25.00%
/2009/02/a_hypothetical_claim_in_search.html,20,1.5,0:00:13,0.00%,75.00%
/2009/02/cupcakes_at_the_smithsonian.html,20,1,0:00:00,100.00%,100.00%
/2009/02/hacker_on_healthcare_and_insti.html,20,1,0:00:00,75.00%,100.00%
/2009/02/ir_theory_is_for_lovers.html,20,2.75,0:10:53,25.00%,50.00%
/2009/02/stump.html,20,1.25,0:03:15,75.00%,75.00%
/2009/03/epsr_not_apsr.html,20,2.5,0:00:12,75.00%,75.00%
/2009/03/leopard_cubs.html,20,1,0:00:00,75.00%,100.00%
/2009/03/parties_as_networks.html,20,1.25,0:01:57,75.00%,75.00%
/2009/03/politbistro.html,20,2,0:01:23,75.00%,75.00%
/2009/03/what_would_happen_without_loca.html,20,1.25,0:00:06,100.00%,75.00%
/2009/03/xkcd_again.html,20,1,0:00:00,75.00%,100.00%
/2009/04/are_we_in_another_great_depres.html,20,1,0:00:00,100.00%,100.00%
/2009/04/improving_scholarly_journals_p_2.html,20,2.25,0:03:43,100.00%,75.00%
/2009/04/post_185.html,20,1.5,0:00:08,50.00%,75.00%
/2009/04/post_186.html,20,1,0:00:00,100.00%,100.00%
/2009/04/trends_in_doctoral_fields_of_s.html,20,1,0:00:00,75.00%,100.00%
/2009/04/what_doesnt_gail_collins_under.html,20,1,0:00:00,75.00%,100.00%
/2009/05/debunking_the_socalled_human_d.html,20,1,0:00:00,75.00%,100.00%
/2009/05/is_gitmo_a_wedge_issue.html,20,1,0:00:00,100.00%,100.00%
/2009/05/john_locke_vs_respondent_33256.html,20,1,0:00:00,25.00%,100.00%
/2009/05/post_199.html,20,2.75,0:01:56,100.00%,0.00%
/2009/05/post_201.html,20,1.25,0:00:06,25.00%,75.00%
/2009/05/renewed_questions_about_the_du_1.html,20,1.25,0:00:53,100.00%,75.00%
/2009/05/so_you_think_you_have_a_lot_of.html,20,1.25,0:00:00,75.00%,75.00%
/2009/06/information_cascades_and_the_i.html,20,1.75,0:12:42,50.00%,50.00%
/2009/06/more_evidence_of_fraud_in_iran_1.html,20,1,0:00:00,75.00%,100.00%
/2009/06/polarization_and_health_care_r.html,20,1.25,0:00:26,50.00%,75.00%
/2009/06/post_168.html,20,2.75,0:02:32,50.00%,25.00%
/2009/06/the_us_recession_in_comparativ_1.html,20,1.5,0:03:27,100.00%,75.00%
/2009/07/bias_in_citation_networks.html,20,1.5,0:00:56,100.00%,50.00%
/2009/07/contracting_sovereignty.html,20,1.75,0:00:43,100.00%,75.00%
/2009/07/memo_to_comparativists_time_fo.html,20,1.5,0:00:12,0.00%,75.00%
/2009/07/post_219.html,20,1.25,0:03:00,75.00%,75.00%
/2009/07/rss_feeds_for_ir_journals.html,20,1,0:00:00,0.00%,100.00%
/2009/07/some_data_on_latin_american_co.html,20,1.25,0:01:46,75.00%,75.00%
/2009/07/the_death_of_libertarianism_pa.html,20,2.5,0:02:06,75.00%,50.00%
/2009/07/time_trends_in_irritating_cont.html,20,2.5,0:06:27,75.00%,0.00%
/2009/08/birthers_and_truthers_compared.html,20,1,0:00:00,75.00%,100.00%
/2009/08/book_review_cop_in_the_hood.html,20,1.5,0:00:42,75.00%,75.00%
/2009/08/coming_second_russiangeorgian.html,20,2.5,0:17:11,75.00%,75.00%
/2009/08/crowdsourcing_grading.html,20,1,0:00:00,50.00%,100.00%
/2009/08/how_conservative_is_michelle_m_1.html,20,1.75,0:05:10,75.00%,50.00%
/2009/08/post_226.html,20,1,0:00:00,25.00%,100.00%
/2009/08/post_227.html,20,1,0:00:00,50.00%,100.00%
/2009/09/2009_german_parliamentary_elec.html,20,1.25,0:00:21,75.00%,75.00%
/2009/09/2009_norwegian_parliamentary_e_1.html,20,1,0:00:00,75.00%,100.00%
/2009/09/post_237.html,20,2.75,0:12:09,50.00%,75.00%
/2009/09/what_are_the_effects_of_us_mil.html,20,1.25,0:00:28,100.00%,75.00%
/2009/10/a_bit_of_perspective_on_physic.html,20,1.5,0:05:25,50.00%,50.00%
/2009/10/hard_times_at_the_indian_insti.html,20,1.75,0:01:17,25.00%,25.00%
/2009/10/the_stock_market_and_economic.html,20,1.5,0:00:24,100.00%,50.00%
/2009/11/a_majority_likes_the_public_op.html,20,1,0:00:00,75.00%,100.00%
/2009/11/hannah_barbara_sides.html,20,2.25,0:00:48,50.00%,25.00%
/2009/11/larry_evans_on_the_house_vote.html,20,1,0:00:00,50.00%,100.00%
/2009/11/mapping_votes_on_the_coburn_am.html,20,1.75,0:00:47,25.00%,50.00%
/2009/11/racism_and_obamacare.html,20,1,0:00:00,75.00%,100.00%
/2009/12/conflict_over_conflictresoluti.html,20,1,0:00:00,50.00%,100.00%
/2009/12/three_stars.html,20,1,0:00:00,50.00%,100.00%
/2009/12/what_politico_fears.html,20,1.75,0:00:21,50.00%,50.00%
/2010/01/greg_koger_on_fresh_air.html,20,1.25,0:00:07,75.00%,75.00%
/2010/01/how_not_to_start_your_turn_at.html,20,1.25,0:00:25,100.00%,75.00%
/2010/01/is_opposition_to_health_care_r.html,20,2.25,0:00:50,75.00%,75.00%
/2010/01/massachusetts_on_my_mind_why_d_1.html,20,2,0:01:36,75.00%,0.00%
/2010/01/new_data_on_globalization_1.html,20,2.75,0:00:26,75.00%,50.00%
/2010/02/malapportionment_and_gasoline.html,20,1,0:00:00,100.00%,100.00%
/2010/03/are_democracies_bad_at_coin.html,20,1.75,0:00:33,75.00%,50.00%
/2010/03/is_google_translate_a_useful_r.html,20,1,0:00:00,100.00%,100.00%
/2010/03/is_health_care_reform_a_game_o.html,20,1,0:00:00,50.00%,100.00%
/2010/03/me_im_looking_forward_to_the_h.html,20,1.25,0:00:26,25.00%,75.00%
/2010/03/more_on_un_peacekeeping_contri_2.html,20,2,0:05:33,25.00%,25.00%
/2010/03/nuclear_reconciliation.html,20,2,0:04:24,50.00%,75.00%
/2010/03/of_psychiatrists_and_statistic.html,20,1.25,0:00:04,25.00%,75.00%
/2010/03/politics_everywhere_a_third_gr.html,20,1.25,0:00:05,75.00%,75.00%
/2010/03/the_la_city_council_is_terribl.html,20,1,0:00:00,50.00%,100.00%
/2010/03/the_old_boys_club_magazine_sty.html,20,1.5,0:00:26,75.00%,75.00%
/2010/03/weekend_frivolity_presidential.html,20,1.75,0:06:11,75.00%,75.00%
/2010/04/a_visual_bill_explorer.html,20,1.5,0:00:44,75.00%,75.00%
/2010/04/having_daughters_makes_you_mor.html,20,1,0:00:00,50.00%,100.00%
/2010/04/how_long_is_your_campaign.html,20,1.25,0:00:57,75.00%,75.00%
/2010/04/incentives_for_pr_after_the_uk.html,20,1.25,0:00:03,50.00%,75.00%
/2010/04/more_on_epistemic_closure.html,20,1.5,0:00:13,50.00%,50.00%
/2010/04/nfl_brain_injury_research_a_ba.html,20,1.25,0:00:30,100.00%,75.00%
/2010/04/partisan_identity_and_foreign.html,20,1,0:00:00,0.00%,100.00%
